Accession No.,Title,Subtitle,Author 1,Author 2,Author 3,Edition,Publisher,Place,Year,Subject,Class No. ,Location,Availability Message
5576,नाती,,भारद्वाज मन्दाकिनी,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5576) counter-var sanga.
5577,ढोल्या आणि ढोली,,महाजन प्रभाकर,,,,ग्रंथलोक प्रकाशन,औरंगाबाद,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5577) counter-var sanga.
5578,महाराष्ट्र गौरव गीते,,रत्नपारखी वसंत,रत्नपारखी इंदुमती,,,ॠचा प्रकाशन,नागपूर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5578) counter-var sanga.
5579,सगरी प्राण्याच्या जगात,,भागवत वि गो,,,,सुयोग प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5579) counter-var sanga.
5580,श्रीमत दासबोधातिल निवडक 385 सार्थ अमृत वचने,,कुलकर्णी वि य,,,,ॠचा प्रकाशन,नागपूर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5580) counter-var sanga.
5581,अणुची अंतर्गत रचना उघडणारे डॉ. होमी भाभा,,अलोनी शालिनी,,,,सुयोग प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5581) counter-var sanga.
5582,उपयुक्त निबंध संच,,भवालकर यशश्री,,,,लाखे प्रकाशन,नागपुर,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5582) counter-var sanga.
5583,चार्ली चैपलिन,,कडू ल म,,,,गमभन प्रकाशन,पुणे,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5583) counter-var sanga.
5584,हुतात्मा राजगुरु,,राजगुरु अनीता,,,,गमभन प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5584) counter-var sanga.
5585,गाणारे पक्षी,,कडू ल म,,,,गमभन प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5585) counter-var sanga.
5586,बिलंदर मन्याच्या धमाल गोष्टी,,देशपांडे संदीप,,,,गमभन प्रकाशन,पुणे,2004,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5586) counter-var sanga.
5587,माणुसकीचा झरा,,वाघमारे अन्नासाहेब,,,,स्वामिनी प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5587) counter-var sanga.
5588,भावगीते,,इंदुरकर चित्रा,,,,लाखे प्रकाशन,नागपुर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5588) counter-var sanga.
5589,अल्बर्ट आईनस्टाईन,,राजगुरु अनीता,,,,गमभन प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5589) counter-var sanga.
5590,महाराष्ट्रातील साप,,लक्ष्मण के,,,,गमभन प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5590) counter-var sanga.
5591,भाग्य बोलविता लाभते,,,,,,,,0,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5591) counter-var sanga.
5592,मुलांचा महाराष्ट्र,,दास्ताने संतोष,,,,दास्ताने,पुणे,0,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5592) counter-var sanga.
5593,देश्भाक्तिपर गीते,,इंदुरकर चित्रा,,,,लाखे प्रकाशन,नागपुर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5593) counter-var sanga.
5594,विवेकानंद चरित्र व कार्य,,,,,,लाखे प्रकाशन,नागपुर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5594) counter-var sanga.
5595,वनस्पति फुले यांचे औषधपयोगी महत्व,,हम्बरडे विजय,,,,लाखे प्रकाशन,नागपुर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5595) counter-var sanga.
5596,सभेत कसे बोलाल,,पोतदार माधव,,,,सुयोग प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5596) counter-var sanga.
5597,ध्यानयोग,,घाणेकर मधुसुदन,,,,सुयोग प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5597) counter-var sanga.
5598,योगाने काय साधते,,कुलकर्णी वि य,,,,सुयोग प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5598) counter-var sanga.
5599,Shyamchi Aai,,Sane,,,,,,1999,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5599) counter-var sanga.
5600,सुबोध गोष्टी,,गोडसे मन्दाकिनी,,,,सुयोग प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5600) counter-var sanga.
5601,शालेय स्फुर्तिगीते,,,,,,गमभन प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5601) counter-var sanga.
5602,संभाषणातुन भाषनाकडे,,गुप्ते ललिता,,,,गमभन प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5602) counter-var sanga.
5603,बडबडया थापुल,,केलकर,,,,ॠचा प्रकाशन,नागपूर,0,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5603) counter-var sanga.
5604,दशावतार,,कुलकर्णी सुमेधा,,,,विद्याभारती प्रकाशन,लातूर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5604) counter-var sanga.
5605,चित्ररूप श्यामची आई,,साने,,,,ॠचा प्रकाशन,नागपूर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5605) counter-var sanga.
5606,पाखराची शाळा,,पाटिल ग ह,,,,ॠचा प्रकाशन,नागपूर,2006,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5606) counter-var sanga.
5607,अटलबिहारी बाजपेयी,,राजगुरु सुनीति,,,,ॠचा प्रकाशन,नागपूर,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5607) counter-var sanga.
5608,एक अजब प्रवासी,,पटवर्धन श्रीनिवास,,,,ॠचा प्रकाशन,नागपूर,2006,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5608) counter-var sanga.
5609,ठोम्ब्या,,काले शैलजा,,,,ज्ञानेश प्रकाशन,नागपुर,2006,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5609) counter-var sanga.
5610,आनंदाचा मळा,,पोंक्षे वंदना,,,,रविराज प्रकाशन,पुणे,1999,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5610) counter-var sanga.
5611,लबाड कोल्हा आणि सवाई ससा,,मुजुमदार सुबोध,,,,रविराज प्रकाशन,पुणे,1994,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5611) counter-var sanga.
5612,समईतली राजकन्या,,मुजुमदार सुबोध,,,,रविराज प्रकाशन,पुणे,1994,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5612) counter-var sanga.
5613,कोंबडयाचे शहानपण,,मुधोलकर सुबोध,,,,रविराज प्रकाशन,पुणे,2000,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5613) counter-var sanga.
5614,आजीचा गाव,,नाईक,,,,रविराज प्रकाशन,पुणे,1998,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5614) counter-var sanga.
5615,छबू आणि छकुली,,देशपांडे धनजय,,,,रजत प्रकाशन,औरंगाबाद,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5615) counter-var sanga.
5616,आपण याना ओळखता,,भोसले सुरेश,,,,अमोल प्रकाशन,पुणे,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5616) counter-var sanga.
5617,रस्ता अपघात सुरक्षा व उपाय,,मंगनाले महारुद्र,,,,मुक्तरंग प्रकाशन,लातूर,2010,Marathi,,Marathi,Krupaya upalabdhtesathi Accession No. (5617) counter-var sanga.
5618,पाउस पाणी संकट व उपाय,,भारतीय महेश,,,,मुक्तरंग प्रकाशन,लातूर,2010,,,,Krupaya upalabdhtesathi Accession No. (5618) counter-var sanga.
5619,लाल बाल पाल,,काले शैलजा,,,,ज्ञानेश प्रकाशन,नागपुर,1998,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5619) counter-var sanga.
5620,विजेपासुन बचाव,,कबाड़े एम् के,,,,मुक्तरंग प्रकाशन,लातूर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5620) counter-var sanga.
5621,भाषनाची गोस्ट,,हबीब अमर,,,,मुक्तरंग प्रकाशन,लातूर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5621) counter-var sanga.
5622,हसा मुलानो हसा,,काम्बले गौतम,,,,मुक्तरंग प्रकाशन,लातूर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5622) counter-var sanga.
5623,प्रेरनादायी सुविचार,,भारतीय स्वाती,,,,मुक्तरंग प्रकाशन,लातूर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5623) counter-var sanga.
5624,शालेय विद्यार्थी आरोग्य शिक्षण,,आरदवाड अशोक,,,,मुक्तरंग प्रकाशन,लातूर,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5624) counter-var sanga.
